"ProjectName","SnapshotDate","TotalFiles","DataCodeFiles","PythonDataFiles","JavaScriptDataFiles","JavaDataFiles","AIFiles","HumanFiles","ModelFiles","RequirementPackages"
"AI-Interviewer","2026-04-20 17:30:15","240","204","126","42","36","87","117","23","17"
